calls_per_instance_K,icc_rho,design_effect,naive_to_correct_se_ratio,nominal_alpha,normal_approx_actual_alpha_if_calls_treated_independent,alpha_inflation_ratio,omi_K6_scale_marker
18,0.4,7.800000000000001,0.3580574370197164,0.05,0.4828164342253092,9.656328684506184,False
18,0.45,8.65,0.340010200459023,0.05,0.5051503812515579,10.10300762503116,False
18,0.5,9.5,0.3244428422615251,0.05,0.5248439056086633,10.49687811217327,False
18,0.55,10.35,0.3108349360801046,0.05,0.5423750237987894,10.84750047597579,False
18,0.6000000000000001,11.2,0.2988071523335984,0.05,0.5581098107509705,11.16219621501941,False
18,0.65,12.05,0.2880756009578387,0.05,0.5723336861581068,11.44667372316214,False
18,0.7000000000000001,12.9,0.2784230231948523,0.05,0.585272742216012,11.70545484432024,False
18,0.75,13.75,0.2696799449852968,0.05,0.5971086142923872,11.94217228584774,False
18,0.8,14.6,0.2617119612951068,0.05,0.6079890651272652,12.1597813025453,False
18,0.8500000000000001,15.45,0.2544109256573922,0.05,0.6180356602604504,12.36071320520901,False
18,0.9,16.3,0.247688702309035,0.05,0.6273494292121424,12.54698858424285,False
19,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
19,0.05,1.9,0.7254762501100117,0.05,0.1550532571780083,3.101065143560167,False
19,0.1,2.8,0.5976143046671968,0.05,0.2414773226538149,4.829546453076299,False
19,0.15,3.7,0.5198752449100363,0.05,0.3082330264468733,6.164660528937467,False
19,0.2,4.6,0.4662524041201569,0.05,0.3608019700290117,7.216039400580234,False
19,0.25,5.5,0.4264014327112208,0.05,0.4033058959368443,8.066117918736886,False
19,0.3,6.4,0.3952847075210474,0.05,0.4384909400284349,8.769818800568698,False
19,0.35,7.300000000000001,0.3701166050988026,0.05,0.468197202381778,9.36394404763556,False
19,0.4,8.199999999999999,0.3492151478847891,0.05,0.4936914768490079,9.873829536980159,False
19,0.45,9.1,0.3314967720658979,0.05,0.5158718576783756,10.31743715356751,False
19,0.5,10,0.3162277660168379,0.05,0.5353926305884074,10.70785261176815,False
19,0.55,10.9,0.3028912664076913,0.05,0.5527421441352316,11.05484288270463,False
19,0.6000000000000001,11.8,0.291111254869791,0.05,0.5682927306962529,11.36585461392506,False
19,0.65,12.7,0.2806067666331569,0.05,0.5823336160123107,11.64667232024621,False
19,0.7000000000000001,13.6,0.2711630722733202,0.05,0.5950931891846172,11.90186378369234,False
19,0.75,14.5,0.2626128657194451,0.05,0.6067544367845259,12.13508873569052,False
19,0.8,15.4,0.2548235957188127,0.05,0.6174658725514695,12.34931745102939,False
19,0.8500000000000001,16.3,0.247688702309035,0.05,0.6273494292121424,12.54698858424285,False
19,0.9,17.2,0.2411214110852061,0.05,0.6365062576036404,12.73012515207281,False
20,0,1,1,0.05,0.0499998619215154,0.999997238430308,False
20,0.05,1.95,0.7161148740394327,0.05,0.1604502111856105,3.209004223712211,False
20,0.1,2.9,0.5872202195147035,0.05,0.2497609502651659,4.995219005303317,False
20,0.15,3.850000000000001,0.5096471914376255,0.05,0.3178479321000098,6.356958642000197,False
20,0.2,4.800000000000001,0.4564354645876384,0.05,0.3710024552422904,7.420049104845807,False
20,0.25,5.75,0.4170288281141495,0.05,0.4137217682328227,8.274435364656453,False
20,0.3,6.700000000000001,0.3863337046431278,0.05,0.448929827772111,8.97859655544222,False
20,0.35,7.65,0.3615507630310936,0.05,0.4785561644272665,9.571123288545328,False
20,0.4,8.600000000000001,0.3409971697352367,0.05,0.5039150685810827,10.07830137162165,False
20,0.45,9.550000000000001,0.3235924008452868,0.05,0.5259309726575434,10.51861945315087,False
20,0.5,10.5,0.3086066999241838,0.05,0.5452732410102377,10.90546482020475,False
20,0.55,11.45,0.2955270622827709,0.05,0.562439039262395,11.2487807852479,False
20,0.6000000000000001,12.4,0.2839809171235324,0.05,0.5778059079420088,11.55611815884018,False
20,0.65,13.35,0.2736902757519867,0.05,0.5916661406848487,11.83332281369697,False
20,0.7000000000000001,14.3,0.2644429426739725,0.05,0.6042498968506007,12.08499793701201,False
20,0.75,15.25,0.256073759865792,0.05,0.6157411337597911,12.31482267519582,False
20,0.8,16.2,0.2484519974999766,0.05,0.626288838329573,12.52577676659146,False
20,0.8500000000000001,17.15,0.2414726442081475,0.05,0.6360151057398025,12.72030211479605,False
20,0.9,18.1,0.2350502473611342,0.05,0.6450210561376286,12.90042112275257,False
