treatment_sensitivity,treatment_false_positive_probability,control_sensitivity,control_false_positive_probability,worker_control_accuracy,worker_treatment_accuracy,worker_effect,measured_control_accuracy,measured_treatment_accuracy,measured_effect,distortion,zero_boundary_residual_m1_minus_m0,sign_reversed_relative_to_worker
0.35,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2783461500346112,-0.4450511076391094,-0.4920308670516693,-0.4450511076391094,True
0.35,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.288582414315381,-0.4348148433583395,-0.4817946027708995,-0.4348148433583395,True
0.35,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.2988186785961509,-0.4245785790775697,-0.4715583384901296,-0.4245785790775697,True
0.35,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3090549428769207,-0.4143423147967998,-0.4613220742093598,-0.4143423147967998,True
0.35,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3192912071576905,-0.40410605051603,-0.4510858099285899,-0.40410605051603,True
0.35,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3295274714384604,-0.3938697862352601,-0.4408495456478201,-0.3938697862352601,True
0.35,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3397637357192302,-0.3836335219544903,-0.4306132813670502,-0.3836335219544903,True
0.35,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3500000000000001,-0.3733972576737205,-0.4203770170862804,-0.3733972576737205,True
0.35,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3602362642807699,-0.3631609933929507,-0.4101407528055106,-0.3631609933929507,True
0.35,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3704725285615397,-0.3529247291121808,-0.3999044885247408,-0.3529247291121808,True
0.35,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3807087928423096,-0.342688464831411,-0.3896682242439709,-0.342688464831411,True
0.35,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3909450571230794,-0.3324522005506411,-0.3794319599632011,-0.3324522005506411,True
0.35,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4011813214038493,-0.3222159362698713,-0.3691956956824312,-0.3222159362698713,True
0.35,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4114175856846191,-0.3119796719891014,-0.3589594314016614,-0.3119796719891014,True
0.35,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.421653849965389,-0.3017434077083316,-0.3487231671208915,-0.3017434077083316,True
0.35,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4318901142461588,-0.2915071434275618,-0.3384869028401217,-0.2915071434275618,True
0.35,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4421263785269286,-0.2812708791467919,-0.3282506385593519,-0.2812708791467919,True
0.35,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4523626428076984,-0.2710346148660221,-0.318014374278582,-0.2710346148660221,True
0.35,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4625989070884683,-0.2607983505852522,-0.3077781099978122,-0.2607983505852522,True
0.35,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4728351713692381,-0.2505620863044824,-0.2975418457170423,-0.2505620863044824,True
0.35,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.483071435650008,-0.2403258220237126,-0.2873055814362725,-0.2403258220237126,True
0.4,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3181098857538413,-0.4052873719198792,-0.4522671313324392,-0.4052873719198792,True
0.4,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3283461500346112,-0.3950511076391094,-0.4420308670516693,-0.3950511076391094,True
0.4,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.338582414315381,-0.3848148433583395,-0.4317946027708995,-0.3848148433583395,True
0.4,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3488186785961508,-0.3745785790775697,-0.4215583384901296,-0.3745785790775697,True
0.4,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3590549428769207,-0.3643423147967998,-0.4113220742093598,-0.3643423147967998,True
0.4,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3692912071576905,-0.3541060505160301,-0.40108580992859,-0.3541060505160301,True
0.4,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3795274714384604,-0.3438697862352602,-0.3908495456478201,-0.3438697862352602,True
0.4,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3897637357192302,-0.3336335219544904,-0.3806132813670503,-0.3336335219544904,True
0.4,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4,-0.3233972576737205,-0.3703770170862805,-0.3233972576737205,True
0.4,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4102362642807699,-0.3131609933929507,-0.3601407528055106,-0.3131609933929507,True
0.4,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4204725285615397,-0.3029247291121808,-0.3499044885247408,-0.3029247291121808,True
0.4,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4307087928423096,-0.292688464831411,-0.3396682242439709,-0.292688464831411,True
0.4,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4409450571230794,-0.2824522005506411,-0.3294319599632011,-0.2824522005506411,True
0.4,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4511813214038493,-0.2722159362698713,-0.3191956956824312,-0.2722159362698713,True
0.4,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4614175856846191,-0.2619796719891014,-0.3089594314016614,-0.2619796719891014,True
0.4,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4716538499653889,-0.2517434077083316,-0.2987231671208915,-0.2517434077083316,True
0.4,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4818901142461588,-0.2415071434275617,-0.2884869028401217,-0.2415071434275617,True
0.4,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4921263785269286,-0.2312708791467919,-0.2782506385593518,-0.2312708791467919,True
0.4,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5023626428076985,-0.221034614866022,-0.268014374278582,-0.221034614866022,True
0.4,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5125989070884683,-0.2107983505852522,-0.2577781099978121,-0.2107983505852522,True
0.4,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5228351713692381,-0.2005620863044825,-0.2475418457170424,-0.2005620863044825,True
0.45,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3578736214730714,-0.3655236362006491,-0.412503395613209,-0.3655236362006491,True
0.45,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3681098857538413,-0.3552873719198792,-0.4022671313324392,-0.3552873719198792,True
0.45,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3783461500346111,-0.3450511076391094,-0.3920308670516693,-0.3450511076391094,True
0.45,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.388582414315381,-0.3348148433583396,-0.3817946027708995,-0.3348148433583396,True
0.45,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3988186785961508,-0.3245785790775697,-0.3715583384901296,-0.3245785790775697,True
0.45,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4090549428769207,-0.3143423147967999,-0.3613220742093598,-0.3143423147967999,True
0.45,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4192912071576905,-0.30410605051603,-0.35108580992859,-0.30410605051603,True
0.45,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4295274714384604,-0.2938697862352602,-0.3408495456478201,-0.2938697862352602,True
0.45,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4397637357192302,-0.2836335219544904,-0.3306132813670503,-0.2836335219544904,True
0.45,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.45,-0.2733972576737205,-0.3203770170862805,-0.2733972576737205,True
0.45,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4602362642807699,-0.2631609933929507,-0.3101407528055106,-0.2631609933929507,True
0.45,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4704725285615397,-0.2529247291121808,-0.2999044885247408,-0.2529247291121808,True
0.45,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4807087928423096,-0.242688464831411,-0.2896682242439709,-0.242688464831411,True
0.45,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4909450571230794,-0.2324522005506411,-0.2794319599632011,-0.2324522005506411,True
0.45,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5011813214038492,-0.2222159362698714,-0.2691956956824313,-0.2222159362698714,True
0.45,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.511417585684619,-0.2119796719891015,-0.2589594314016614,-0.2119796719891015,True
0.45,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5216538499653889,-0.2017434077083317,-0.2487231671208916,-0.2017434077083317,True
0.45,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5318901142461587,-0.1915071434275618,-0.2384869028401218,-0.1915071434275618,True
0.45,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5421263785269286,-0.181270879146792,-0.2282506385593519,-0.181270879146792,True
0.45,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5523626428076984,-0.1710346148660221,-0.2180143742785821,-0.1710346148660221,True
0.45,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5625989070884683,-0.1607983505852523,-0.2077781099978122,-0.1607983505852523,True
0.5,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.3976373571923016,-0.325759900481419,-0.3727396598939789,-0.325759900481419,True
0.5,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4078736214730714,-0.3155236362006491,-0.362503395613209,-0.3155236362006491,True
0.5,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4181098857538413,-0.3052873719198793,-0.3522671313324392,-0.3052873719198793,True
0.5,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4283461500346111,-0.2950511076391094,-0.3420308670516694,-0.2950511076391094,True
0.5,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.438582414315381,-0.2848148433583396,-0.3317946027708995,-0.2848148433583396,True
0.5,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4488186785961508,-0.2745785790775698,-0.3215583384901297,-0.2745785790775698,True
0.5,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4590549428769207,-0.2643423147967999,-0.3113220742093598,-0.2643423147967999,True
0.5,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4692912071576905,-0.2541060505160301,-0.30108580992859,-0.2541060505160301,True
0.5,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4795274714384603,-0.2438697862352602,-0.2908495456478202,-0.2438697862352602,True
0.5,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4897637357192302,-0.2336335219544904,-0.2806132813670503,-0.2336335219544904,True
0.5,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5,-0.2233972576737205,-0.2703770170862805,-0.2233972576737205,True
0.5,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5102362642807698,-0.2131609933929507,-0.2601407528055106,-0.2131609933929507,True
0.5,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5204725285615397,-0.2029247291121808,-0.2499044885247408,-0.2029247291121808,True
0.5,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5307087928423095,-0.192688464831411,-0.2396682242439709,-0.192688464831411,True
0.5,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5409450571230794,-0.1824522005506412,-0.2294319599632011,-0.1824522005506412,True
0.5,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5511813214038492,-0.1722159362698713,-0.2191956956824312,-0.1722159362698713,True
0.5,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5614175856846191,-0.1619796719891015,-0.2089594314016614,-0.1619796719891015,True
0.5,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5716538499653889,-0.1517434077083316,-0.1987231671208916,-0.1517434077083316,True
0.5,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5818901142461588,-0.1415071434275618,-0.1884869028401217,-0.1415071434275618,True
0.5,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5921263785269286,-0.1312708791467919,-0.1782506385593519,-0.1312708791467919,True
0.5,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6023626428076985,-0.1210346148660221,-0.168014374278582,-0.1210346148660221,True
0.55,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4374010929115318,-0.2859961647621888,-0.3329759241747487,-0.2859961647621888,True
0.55,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4476373571923016,-0.2757599004814189,-0.3227396598939788,-0.2757599004814189,True
0.55,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4578736214730715,-0.2655236362006491,-0.312503395613209,-0.2655236362006491,True
0.55,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4681098857538413,-0.2552873719198792,-0.3022671313324392,-0.2552873719198792,True
0.55,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4783461500346112,-0.2450511076391094,-0.2920308670516693,-0.2450511076391094,True
0.55,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.488582414315381,-0.2348148433583396,-0.2817946027708995,-0.2348148433583396,True
0.55,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4988186785961509,-0.2245785790775697,-0.2715583384901296,-0.2245785790775697,True
0.55,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5090549428769207,-0.2143423147967999,-0.2613220742093598,-0.2143423147967999,True
0.55,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5192912071576905,-0.20410605051603,-0.25108580992859,-0.20410605051603,True
0.55,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5295274714384604,-0.1938697862352602,-0.2408495456478201,-0.1938697862352602,True
0.55,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5397637357192302,-0.1836335219544903,-0.2306132813670503,-0.1836335219544903,True
0.55,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.55,-0.1733972576737205,-0.2203770170862804,-0.1733972576737205,True
0.55,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5602362642807699,-0.1631609933929506,-0.2101407528055106,-0.1631609933929506,True
0.55,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5704725285615397,-0.1529247291121808,-0.1999044885247407,-0.1529247291121808,True
0.55,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5807087928423096,-0.142688464831411,-0.1896682242439709,-0.142688464831411,True
0.55,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5909450571230794,-0.1324522005506411,-0.179431959963201,-0.1324522005506411,True
0.55,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6011813214038493,-0.1222159362698713,-0.1691956956824312,-0.1222159362698713,True
0.55,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6114175856846191,-0.1119796719891014,-0.1589594314016614,-0.1119796719891014,True
0.55,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.621653849965389,-0.1017434077083316,-0.1487231671208915,-0.1017434077083316,True
0.55,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6318901142461588,-0.09150714342756172,-0.1384869028401217,-0.09150714342756172,True
0.55,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6421263785269287,-0.08127087914679187,-0.1282506385593518,-0.08127087914679187,True
0.6000000000000001,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.477164828630762,-0.2462324290429586,-0.2932121884555185,-0.2462324290429586,True
0.6000000000000001,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4874010929115318,-0.2359961647621887,-0.2829759241747486,-0.2359961647621887,True
0.6000000000000001,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.4976373571923017,-0.2257599004814189,-0.2727396598939788,-0.2257599004814189,True
0.6000000000000001,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5078736214730715,-0.2155236362006491,-0.262503395613209,-0.2155236362006491,True
0.6000000000000001,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5181098857538413,-0.2052873719198792,-0.2522671313324392,-0.2052873719198792,True
0.6000000000000001,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5283461500346112,-0.1950511076391094,-0.2420308670516693,-0.1950511076391094,True
0.6000000000000001,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.538582414315381,-0.1848148433583395,-0.2317946027708995,-0.1848148433583395,True
0.6000000000000001,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5488186785961509,-0.1745785790775697,-0.2215583384901296,-0.1745785790775697,True
0.6000000000000001,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5590549428769207,-0.1643423147967998,-0.2113220742093598,-0.1643423147967998,True
0.6000000000000001,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5692912071576905,-0.15410605051603,-0.2010858099285899,-0.15410605051603,True
0.6000000000000001,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5795274714384604,-0.1438697862352601,-0.1908495456478201,-0.1438697862352601,True
0.6000000000000001,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5897637357192302,-0.1336335219544903,-0.1806132813670502,-0.1336335219544903,True
0.6000000000000001,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6000000000000001,-0.1233972576737205,-0.1703770170862804,-0.1233972576737205,True
0.6000000000000001,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6102362642807699,-0.1131609933929506,-0.1601407528055105,-0.1131609933929506,True
0.6000000000000001,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6204725285615398,-0.1029247291121808,-0.1499044885247407,-0.1029247291121808,True
0.6000000000000001,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6307087928423096,-0.09268846483141091,-0.1396682242439709,-0.09268846483141091,True
0.6000000000000001,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6409450571230795,-0.08245220055064106,-0.129431959963201,-0.08245220055064106,True
0.6000000000000001,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6511813214038493,-0.07221593626987122,-0.1191956956824312,-0.07221593626987122,True
0.6000000000000001,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6614175856846192,-0.06197967198910137,-0.1089594314016613,-0.06197967198910137,True
0.6000000000000001,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.671653849965389,-0.05174340770833152,-0.09872316712089146,-0.05174340770833152,True
0.6000000000000001,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6818901142461589,-0.04150714342756168,-0.08848690284012162,-0.04150714342756168,True
0.65,0,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5169285643499921,-0.2064686933237284,-0.2534484527362884,-0.2064686933237284,True
0.65,0.05,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.527164828630762,-0.1962324290429586,-0.2432121884555185,-0.1962324290429586,True
0.65,0.1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5374010929115318,-0.1859961647621887,-0.2329759241747487,-0.1859961647621887,True
0.65,0.15,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5476373571923017,-0.1757599004814189,-0.2227396598939788,-0.1757599004814189,True
0.65,0.2,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5578736214730715,-0.165523636200649,-0.212503395613209,-0.165523636200649,True
0.65,0.25,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5681098857538414,-0.1552873719198792,-0.2022671313324391,-0.1552873719198792,True
0.65,0.3,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5783461500346112,-0.1450511076391093,-0.1920308670516693,-0.1450511076391093,True
0.65,0.35,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5885824143153811,-0.1348148433583395,-0.1817946027708994,-0.1348148433583395,True
0.65,0.4,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.5988186785961509,-0.1245785790775696,-0.1715583384901296,-0.1245785790775696,True
0.65,0.45,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6090549428769207,-0.1143423147967998,-0.1613220742093597,-0.1143423147967998,True
0.65,0.5,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6192912071576906,-0.1041060505160299,-0.1510858099285899,-0.1041060505160299,True
0.65,0.55,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6295274714384604,-0.0938697862352601,-0.14084954564782,-0.0938697862352601,True
0.65,0.6000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6397637357192303,-0.08363352195449025,-0.1306132813670502,-0.08363352195449025,True
0.65,0.65,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6500000000000001,-0.07339725767372041,-0.1203770170862803,-0.07339725767372041,True
0.65,0.7000000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.66023626428077,-0.06316099339295056,-0.1101407528055105,-0.06316099339295056,True
0.65,0.75,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6704725285615397,-0.05292472911218082,-0.09990448852474076,-0.05292472911218082,True
0.65,0.8,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6807087928423096,-0.04268846483141098,-0.08966822424397092,-0.04268846483141098,True
0.65,0.8500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.6909450571230794,-0.03245220055064113,-0.07943195996320107,-0.03245220055064113,True
0.65,0.9,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.7011813214038493,-0.02221593626987128,-0.06919569568243122,-0.02221593626987128,True
0.65,0.9500000000000001,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.7114175856846191,-0.01197967198910144,-0.05895943140166138,-0.01197967198910144,True
0.65,1,0.96,0.02,0.7482949549720432,0.7952747143846032,0.04697975941255994,0.7233972576737205,0.7216538499653889,-0.00174340770833159,-0.04872316712089153,-0.00174340770833159,True
