treatment_correct_retention,treatment_incorrect_retention,delta_correct_retention_vs_control,delta_incorrect_retention_vs_control,latent_accuracy_both_arms,control_retained_accuracy,treatment_retained_accuracy,apparent_effect_treatment_minus_control,boundary_margin_a1b0_minus_a0b1,sign
0.5,0.6000000000000001,-0.5,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.7124304854863188,-0.05518575758845734,-0.15000000000000008,negative
0.5,0.6500000000000001,-0.5,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.6957572704461876,-0.07185897262858854,-0.20000000000000012,negative
0.5,0.7000000000000001,-0.5,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.6798466248445979,-0.08776961823017826,-0.25000000000000006,negative
0.5,0.7500000000000001,-0.5,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.6646474027531903,-0.10296884032158582,-0.3000000000000001,negative
0.5,0.8,-0.5,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6501129320683333,-0.11750331100644285,-0.35000000000000003,negative
0.5,0.8500000000000001,-0.5,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.6362005358125821,-0.1314157072621941,-0.4000000000000001,negative
0.5,0.9000000000000001,-0.5,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.6228711136131535,-0.14474512946162266,-0.4500000000000001,negative
0.5,0.9500000000000001,-0.5,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.6100887747128986,-0.1575274683618776,-0.5,negative
0.5,1.0,-0.5,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.5978205152599113,-0.16979572781486485,-0.55,negative
0.55,0.05,-0.44999999999999996,-0.85,0.7482949549720435,0.7676162430747762,0.9703281218929032,0.20271187881812702,0.44500000000000006,positive
0.55,0.1,-0.44999999999999996,-0.8,0.7482949549720435,0.7676162430747762,0.9423663426418049,0.1747500995670287,0.395,positive
0.55,0.15000000000000002,-0.44999999999999996,-0.75,0.7482949549720435,0.7676162430747762,0.9159709642888648,0.14835472121408866,0.34500000000000003,positive
0.55,0.2,-0.44999999999999996,-0.7,0.7482949549720435,0.7676162430747762,0.8910139499490684,0.12339770687429219,0.29500000000000004,positive
0.55,0.25,-0.44999999999999996,-0.65,0.7482949549720435,0.7676162430747762,0.8673808468520102,0.09976460377723406,0.24500000000000005,positive
0.55,0.3,-0.44999999999999996,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8449690313765238,0.07735278830174763,0.19500000000000006,positive
0.55,0.35000000000000003,-0.44999999999999996,-0.55,0.7482949549720435,0.7676162430747762,0.8236862193063776,0.05606997623160148,0.14500000000000002,positive
0.55,0.4,-0.44999999999999996,-0.5,0.7482949549720435,0.7676162430747762,0.8034491956938028,0.03583295261902664,0.09500000000000003,positive
0.55,0.45,-0.44999999999999996,-0.45,0.7482949549720435,0.7676162430747762,0.7841827274679463,0.0165664843931701,0.04500000000000004,positive
0.55,0.5,-0.44999999999999996,-0.4,0.7482949549720435,0.7676162430747762,0.765818628831431,-0.0017976142433451248,-0.004999999999999949,negative
0.55,0.55,-0.44999999999999996,-0.35,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.05499999999999999,negative
0.55,0.6000000000000001,-0.44999999999999996,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.731555303996331,-0.03606093907844521,-0.10500000000000004,negative
0.55,0.6500000000000001,-0.44999999999999996,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.715548210509156,-0.052068032565620204,-0.15500000000000008,negative
0.55,0.7000000000000001,-0.44999999999999996,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.7002266171026958,-0.06738962597208031,-0.20500000000000002,negative
0.55,0.7500000000000001,-0.44999999999999996,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.6855474123221037,-0.08206883075267246,-0.25500000000000006,negative
0.55,0.8,-0.44999999999999996,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6714710255530446,-0.09614521752173155,-0.305,negative
0.55,0.8500000000000001,-0.44999999999999996,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.6579610708142554,-0.1096551722605208,-0.35500000000000004,negative
0.55,0.9000000000000001,-0.44999999999999996,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.6449840327032136,-0.12263221037156258,-0.4050000000000001,negative
0.55,0.9500000000000001,-0.44999999999999996,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.6325089887877473,-0.13510725428702886,-0.455,negative
0.55,1.0,-0.44999999999999996,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6205073636027462,-0.14710887947203,-0.5049999999999999,negative
0.6000000000000001,0.05,-0.3999999999999999,-0.85,0.7482949549720435,0.7676162430747762,0.9727333573604287,0.2051171142856525,0.49000000000000016,positive
0.6000000000000001,0.1,-0.3999999999999999,-0.8,0.7482949549720435,0.7676162430747762,0.9469141866234273,0.17929794354865114,0.44000000000000017,positive
0.6000000000000001,0.15000000000000002,-0.3999999999999999,-0.75,0.7482949549720435,0.7676162430747762,0.922430207694145,0.1548139646193688,0.3900000000000001,positive
0.6000000000000001,0.2,-0.3999999999999999,-0.7,0.7482949549720435,0.7676162430747762,0.8991804605051882,0.13156421743041202,0.34000000000000014,positive
0.6000000000000001,0.25,-0.3999999999999999,-0.65,0.7482949549720435,0.7676162430747762,0.8770739134899461,0.10945767041516996,0.29000000000000015,positive
0.6000000000000001,0.3,-0.3999999999999999,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8560282723964153,0.08841202932163916,0.24000000000000016,positive
0.6000000000000001,0.35000000000000003,-0.3999999999999999,-0.55,0.7482949549720435,0.7676162430747762,0.8359689565794634,0.06835271350468719,0.1900000000000001,positive
0.6000000000000001,0.4,-0.3999999999999999,-0.5,0.7482949549720435,0.7676162430747762,0.8168282159288708,0.04921197285409462,0.14000000000000012,positive
0.6000000000000001,0.45,-0.3999999999999999,-0.45,0.7482949549720435,0.7676162430747762,0.7985443663972539,0.03092812332247774,0.09000000000000014,positive
0.6000000000000001,0.5,-0.3999999999999999,-0.4,0.7482949549720435,0.7676162430747762,0.7810611259515817,0.013444882876805564,0.04000000000000015,positive
0.6000000000000001,0.55,-0.3999999999999999,-0.35,0.7482949549720435,0.7676162430747762,0.7643270358873867,-0.0032892071873894535,-0.009999999999999898,negative
0.6000000000000001,0.6000000000000001,-0.3999999999999999,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.05999999999999994,negative
0.6000000000000001,0.6500000000000001,-0.3999999999999999,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.7329216159434592,-0.03469462713131699,-0.10999999999999999,negative
0.6000000000000001,0.7000000000000001,-0.3999999999999999,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.7181672355772797,-0.04944900749749648,-0.15999999999999992,negative
0.6000000000000001,0.7500000000000001,-0.3999999999999999,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7039951709228909,-0.06362107215188528,-0.20999999999999996,negative
0.6000000000000001,0.8,-0.3999999999999999,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6903716154540793,-0.07724462762069684,-0.2599999999999999,negative
0.6000000000000001,0.8500000000000001,-0.3999999999999999,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.6772653298300642,-0.090350913244712,-0.30999999999999994,negative
0.6000000000000001,0.9000000000000001,-0.3999999999999999,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.6646474027531903,-0.10296884032158582,-0.36,negative
0.6000000000000001,0.9500000000000001,-0.3999999999999999,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.6524910380700211,-0.1151252050047551,-0.4099999999999999,negative
0.6000000000000001,1.0,-0.3999999999999999,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6407713648162447,-0.1268448782585314,-0.45999999999999985,negative
0.6500000000000001,0.05,-0.34999999999999987,-0.85,0.7482949549720435,0.7676162430747762,0.9747778896966837,0.2071616466219075,0.5350000000000001,positive
0.6500000000000001,0.1,-0.34999999999999987,-0.8,0.7482949549720435,0.7676162430747762,0.9507967882279591,0.18318054515318294,0.4850000000000002,positive
0.6500000000000001,0.15000000000000002,-0.34999999999999987,-0.75,0.7482949549720435,0.7676162430747762,0.9279673023797002,0.160351059304924,0.43500000000000016,positive
0.6500000000000001,0.2,-0.34999999999999987,-0.7,0.7482949549720435,0.7676162430747762,0.9062084232682825,0.1385921801935064,0.3850000000000002,positive
0.6500000000000001,0.25,-0.34999999999999987,-0.65,0.7482949549720435,0.7676162430747762,0.8854465658867324,0.11783032281195627,0.3350000000000002,positive
0.6500000000000001,0.3,-0.34999999999999987,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8656147377217168,0.09799849464694066,0.2850000000000002,positive
0.6500000000000001,0.35000000000000003,-0.34999999999999987,-0.55,0.7482949549720435,0.7676162430747762,0.846651816648599,0.07903557357382285,0.23500000000000015,positive
0.6500000000000001,0.4,-0.34999999999999987,-0.5,0.7482949549720435,0.7676162430747762,0.8285019217062003,0.060885678631424134,0.18500000000000016,positive
0.6500000000000001,0.45,-0.34999999999999987,-0.45,0.7482949549720435,0.7676162430747762,0.8111138631061791,0.043497620031402895,0.13500000000000018,positive
0.6500000000000001,0.5,-0.34999999999999987,-0.4,0.7482949549720435,0.7676162430747762,0.7944406600758345,0.02682441700105831,0.08500000000000019,positive
0.6500000000000001,0.55,-0.34999999999999987,-0.35,0.7482949549720435,0.7676162430747762,0.7784391169702783,0.010822873895502183,0.03500000000000014,positive
0.6500000000000001,0.6000000000000001,-0.34999999999999987,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.7630694496005954,-0.004546793474180744,-0.014999999999999902,negative
0.6500000000000001,0.6500000000000001,-0.34999999999999987,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.06499999999999995,negative
0.6500000000000001,0.7000000000000001,-0.34999999999999987,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.734081718660532,-0.033534524414244204,-0.11499999999999988,negative
0.6500000000000001,0.7500000000000001,-0.34999999999999987,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7203983549163088,-0.04721788815846739,-0.16499999999999992,negative
0.6500000000000001,0.8,-0.34999999999999987,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7072157753027235,-0.06040046777205266,-0.21499999999999986,negative
0.6500000000000001,0.8500000000000001,-0.34999999999999987,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.6945069822806064,-0.0731092607941698,-0.2649999999999999,negative
0.6500000000000001,0.9000000000000001,-0.34999999999999987,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.6822468846557164,-0.0853693584190598,-0.31499999999999995,negative
0.6500000000000001,0.9500000000000001,-0.34999999999999987,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.670412132234488,-0.09720411084028813,-0.3649999999999999,negative
0.6500000000000001,1.0,-0.34999999999999987,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6589809673954398,-0.1086352756793364,-0.4149999999999998,negative
0.7000000000000001,0.05,-0.29999999999999993,-0.85,0.7482949549720435,0.7676162430747762,0.9765371989071213,0.20892095583234516,0.5800000000000001,positive
0.7000000000000001,0.1,-0.29999999999999993,-0.8,0.7482949549720435,0.7676162430747762,0.9541501634102879,0.18653392033551175,0.5300000000000001,positive
0.7000000000000001,0.15000000000000002,-0.29999999999999993,-0.75,0.7482949549720435,0.7676162430747762,0.9327665660944005,0.1651503230196243,0.4800000000000001,positive
0.7000000000000001,0.2,-0.29999999999999993,-0.7,0.7482949549720435,0.7676162430747762,0.9123204211816519,0.14470417810687575,0.4300000000000001,positive
0.7000000000000001,0.25,-0.29999999999999993,-0.65,0.7482949549720435,0.7676162430747762,0.8927514043998354,0.1251351613250592,0.3800000000000001,positive
0.7000000000000001,0.3,-0.29999999999999993,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8740042585443467,0.10638801546957055,0.3300000000000001,positive
0.7000000000000001,0.35000000000000003,-0.29999999999999993,-0.55,0.7482949549720435,0.7676162430747762,0.8560282723964153,0.08841202932163916,0.2800000000000001,positive
0.7000000000000001,0.4,-0.29999999999999993,-0.5,0.7482949549720435,0.7676162430747762,0.8387768226491799,0.07116057957440369,0.2300000000000001,positive
0.7000000000000001,0.45,-0.29999999999999993,-0.45,0.7482949549720435,0.7676162430747762,0.8222069701286631,0.0545907270538869,0.1800000000000001,positive
0.7000000000000001,0.5,-0.29999999999999993,-0.4,0.7482949549720435,0.7676162430747762,0.8062791029470083,0.03866285987223217,0.13000000000000012,positive
0.7000000000000001,0.55,-0.29999999999999993,-0.35,0.7482949549720435,0.7676162430747762,0.7909566203446907,0.02334037726991456,0.08000000000000007,positive
0.7000000000000001,0.6000000000000001,-0.29999999999999993,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.7762056519098911,0.008589408835114942,0.030000000000000027,positive
0.7000000000000001,0.6500000000000001,-0.29999999999999993,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.761994807641215,-0.005621435433561195,-0.020000000000000018,negative
0.7000000000000001,0.7000000000000001,-0.29999999999999993,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.06999999999999995,negative
0.7000000000000001,0.7500000000000001,-0.29999999999999993,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.735079019423255,-0.03253722365152112,-0.12,negative
0.7000000000000001,0.8,-0.29999999999999993,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.722321806013845,-0.04529443706093117,-0.16999999999999993,negative
0.7000000000000001,0.8500000000000001,-0.29999999999999993,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7099998389507017,-0.05761640412407443,-0.21999999999999997,negative
0.7000000000000001,0.9000000000000001,-0.29999999999999993,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.6980912174514071,-0.06952502562336904,-0.27,negative
0.7000000000000001,0.9500000000000001,-0.29999999999999993,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.6865754858371405,-0.08104075723763571,-0.31999999999999995,negative
0.7000000000000001,1.0,-0.29999999999999993,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6754335162746306,-0.09218272680014561,-0.3699999999999999,negative
0.7500000000000001,0.05,-0.2499999999999999,-0.85,0.7482949549720435,0.7676162430747762,0.9780670784616171,0.21045083538684095,0.6250000000000001,positive
0.7500000000000001,0.1,-0.2499999999999999,-0.8,0.7482949549720435,0.7676162430747762,0.9570756141110205,0.18945937103624433,0.5750000000000002,positive
0.7500000000000001,0.15000000000000002,-0.2499999999999999,-0.75,0.7482949549720435,0.7676162430747762,0.9369662633837998,0.16935002030902369,0.5250000000000001,positive
0.7500000000000001,0.2,-0.2499999999999999,-0.7,0.7482949549720435,0.7676162430747762,0.9176845676067089,0.15006832453193275,0.47500000000000014,positive
0.7500000000000001,0.25,-0.2499999999999999,-0.65,0.7482949549720435,0.7676162430747762,0.8991804605051881,0.1315642174304119,0.42500000000000016,positive
0.7500000000000001,0.3,-0.2499999999999999,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8814078341166365,0.11379159104186032,0.37500000000000017,positive
0.7500000000000001,0.35000000000000003,-0.2499999999999999,-0.55,0.7482949549720435,0.7676162430747762,0.8643241551851832,0.09670791211040708,0.3250000000000001,positive
0.7500000000000001,0.4,-0.2499999999999999,-0.5,0.7482949549720435,0.7676162430747762,0.8478901253190682,0.080273882244292,0.27500000000000013,positive
0.7500000000000001,0.45,-0.2499999999999999,-0.45,0.7482949549720435,0.7676162430747762,0.8320693791946753,0.06445313611989911,0.22500000000000014,positive
0.7500000000000001,0.5,-0.2499999999999999,-0.4,0.7482949549720435,0.7676162430747762,0.8168282159288708,0.04921197285409462,0.17500000000000016,positive
0.7500000000000001,0.55,-0.2499999999999999,-0.35,0.7482949549720435,0.7676162430747762,0.8021353594432943,0.03451911636851812,0.1250000000000001,positive
0.7500000000000001,0.6000000000000001,-0.2499999999999999,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.7879617442346198,0.020345501159843682,0.07500000000000007,positive
0.7500000000000001,0.6500000000000001,-0.2499999999999999,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.7742803234629091,0.006664080388132931,0.025000000000000022,positive
0.7500000000000001,0.7000000000000001,-0.2499999999999999,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.7610658966917798,-0.0065503463829963415,-0.02499999999999991,negative
0.7500000000000001,0.7500000000000001,-0.2499999999999999,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7482949549720435,-0.019321288102732703,-0.07499999999999996,negative
0.7500000000000001,0.8,-0.2499999999999999,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7359455412652244,-0.03167070180955178,-0.12499999999999989,negative
0.7500000000000001,0.8500000000000001,-0.2499999999999999,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7239971244636135,-0.04361911861116263,-0.17499999999999993,negative
0.7500000000000001,0.9000000000000001,-0.2499999999999999,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.7124304854863189,-0.05518575758845723,-0.22499999999999998,negative
0.7500000000000001,0.9500000000000001,-0.2499999999999999,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.7012276141220596,-0.06638862895271658,-0.2749999999999999,negative
0.7500000000000001,1.0,-0.2499999999999999,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.6903716154540794,-0.07724462762069673,-0.32499999999999984,negative
0.8,0.05,-0.19999999999999996,-0.85,0.7482949549720435,0.7676162430747762,0.9794096606641972,0.21179341758942105,0.67,positive
0.8,0.1,-0.19999999999999996,-0.8,0.7482949549720435,0.7676162430747762,0.959650138665426,0.19203389559064987,0.6200000000000001,positive
0.8,0.15000000000000002,-0.19999999999999996,-0.75,0.7482949549720435,0.7676162430747762,0.9406721433918472,0.17305590031707108,0.5700000000000001,positive
0.8,0.2,-0.19999999999999996,-0.7,0.7482949549720435,0.7676162430747762,0.922430207694145,0.1548139646193688,0.52,positive
0.8,0.25,-0.19999999999999996,-0.65,0.7482949549720435,0.7676162430747762,0.9048823242066576,0.13726608113188143,0.4700000000000001,positive
0.8,0.3,-0.19999999999999996,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8879896224043163,0.12037337932954018,0.4200000000000001,positive
0.8,0.35000000000000003,-0.19999999999999996,-0.55,0.7482949549720435,0.7676162430747762,0.8717160811696428,0.10409983809486667,0.37000000000000005,positive
0.8,0.4,-0.19999999999999996,-0.5,0.7482949549720435,0.7676162430747762,0.8560282723964152,0.08841202932163905,0.32000000000000006,positive
0.8,0.45,-0.19999999999999996,-0.45,0.7482949549720435,0.7676162430747762,0.840895131789272,0.07327888871449584,0.2700000000000001,positive
0.8,0.5,-0.19999999999999996,-0.4,0.7482949549720435,0.7676162430747762,0.8262877535522641,0.058671510477487976,0.22000000000000008,positive
0.8,0.55,-0.19999999999999996,-0.35,0.7482949549720435,0.7676162430747762,0.8121792061110944,0.04456296303631824,0.17000000000000004,positive
0.8,0.6000000000000001,-0.19999999999999996,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.7985443663972539,0.03092812332247774,0.12,positive
0.8,0.6500000000000001,-0.19999999999999996,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.7853597705487534,0.017743527473977228,0.06999999999999995,positive
0.8,0.7000000000000001,-0.19999999999999996,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.7726034791609125,0.004987236086136382,0.020000000000000018,positive
0.8,0.7500000000000001,-0.19999999999999996,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7602549554593321,-0.007361287615444079,-0.030000000000000027,negative
0.8,0.8,-0.19999999999999996,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7482949549720433,-0.019321288102732814,-0.07999999999999996,negative
0.8,0.8500000000000001,-0.19999999999999996,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7367054254541511,-0.030910817620625086,-0.13,negative
0.8,0.9000000000000001,-0.19999999999999996,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.7254694159703894,-0.042146827104386775,-0.18000000000000005,negative
0.8,0.9500000000000001,-0.19999999999999996,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.7145709941725664,-0.05304524890220974,-0.22999999999999998,negative
0.8,1.0,-0.19999999999999996,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7039951709228909,-0.06362107215188528,-0.2799999999999999,negative
0.8500000000000001,0.05,-0.1499999999999999,-0.85,0.7482949549720435,0.7676162430747762,0.980597356683368,0.21298111360859184,0.7150000000000001,positive
0.8500000000000001,0.1,-0.1499999999999999,-0.8,0.7482949549720435,0.7676162430747762,0.9619333078173989,0.19431706474262278,0.6650000000000001,positive
0.8500000000000001,0.15000000000000002,-0.1499999999999999,-0.75,0.7482949549720435,0.7676162430747762,0.9439664673458236,0.1763502242710474,0.6150000000000001,positive
0.8500000000000001,0.2,-0.1499999999999999,-0.7,0.7482949549720435,0.7676162430747762,0.9266584845284586,0.1590422414536824,0.5650000000000002,positive
0.8500000000000001,0.25,-0.1499999999999999,-0.65,0.7482949549720435,0.7676162430747762,0.909973770683145,0.14235752760836884,0.5150000000000001,positive
0.8500000000000001,0.3,-0.1499999999999999,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8938792549260348,0.12626301185125866,0.46500000000000014,positive
0.8500000000000001,0.35000000000000003,-0.1499999999999999,-0.55,0.7482949549720435,0.7676162430747762,0.8783441653824096,0.1107279223076334,0.4150000000000001,positive
0.8500000000000001,0.4,-0.1499999999999999,-0.5,0.7482949549720435,0.7676162430747762,0.8633398328223223,0.09572358974754613,0.3650000000000001,positive
0.8500000000000001,0.45,-0.1499999999999999,-0.45,0.7482949549720435,0.7676162430747762,0.8488395140845949,0.08122327100981874,0.3150000000000001,positive
0.8500000000000001,0.5,-0.1499999999999999,-0.4,0.7482949549720435,0.7676162430747762,0.8348182330010965,0.06720198992632032,0.2650000000000001,positive
0.8500000000000001,0.55,-0.1499999999999999,-0.35,0.7482949549720435,0.7676162430747762,0.8212526368306764,0.053636393755900236,0.21500000000000008,positive
0.8500000000000001,0.6000000000000001,-0.1499999999999999,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.8081208664667634,0.04050462339198724,0.16500000000000004,positive
0.8500000000000001,0.6500000000000001,-0.1499999999999999,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.7954024389012144,0.027786195826438265,0.11499999999999999,positive
0.8500000000000001,0.7000000000000001,-0.1499999999999999,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.7830781406150898,0.015461897540313685,0.06500000000000006,positive
0.8500000000000001,0.7500000000000001,-0.1499999999999999,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.771129930729293,0.0035136876545168727,0.015000000000000013,positive
0.8500000000000001,0.8,-0.1499999999999999,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7595408528883275,-0.00807539018644865,-0.03499999999999992,negative
0.8500000000000001,0.8500000000000001,-0.1499999999999999,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7482949549720433,-0.019321288102732814,-0.08499999999999996,negative
0.8500000000000001,0.9000000000000001,-0.1499999999999999,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.7373772158358927,-0.030239027238883498,-0.135,negative
0.8500000000000001,0.9500000000000001,-0.1499999999999999,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.7267734783721852,-0.04084276470259096,-0.18499999999999994,negative
0.8500000000000001,1.0,-0.1499999999999999,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.71647038826508,-0.051145854809696134,-0.23499999999999988,negative
0.9000000000000001,0.05,-0.09999999999999987,-0.85,0.7482949549720435,0.7676162430747762,0.9816555073316214,0.21403926425684527,0.7600000000000001,positive
0.9000000000000001,0.1,-0.09999999999999987,-0.8,0.7482949549720435,0.7676162430747762,0.9639719313052693,0.1963556882304931,0.7100000000000002,positive
0.9000000000000001,0.15000000000000002,-0.09999999999999987,-0.75,0.7482949549720435,0.7676162430747762,0.9469141866234273,0.17929794354865114,0.6600000000000001,positive
0.9000000000000001,0.2,-0.09999999999999987,-0.7,0.7482949549720435,0.7676162430747762,0.930449628184067,0.1628333851092908,0.6100000000000001,positive
0.9000000000000001,0.25,-0.09999999999999987,-0.65,0.7482949549720435,0.7676162430747762,0.9145478425606784,0.1469315994859023,0.5600000000000002,positive
0.9000000000000001,0.3,-0.09999999999999987,-0.6000000000000001,0.7482949549720435,0.7676162430747762,0.8991804605051883,0.13156421743041213,0.5100000000000002,positive
0.9000000000000001,0.35000000000000003,-0.09999999999999987,-0.55,0.7482949549720435,0.7676162430747762,0.8843209880418587,0.1167047449670825,0.46000000000000013,positive
0.9000000000000001,0.4,-0.09999999999999987,-0.5,0.7482949549720435,0.7676162430747762,0.8699446540365423,0.10232841096176615,0.41000000000000014,positive
0.9000000000000001,0.45,-0.09999999999999987,-0.45,0.7482949549720435,0.7676162430747762,0.8560282723964152,0.08841202932163905,0.36000000000000015,positive
0.9000000000000001,0.5,-0.09999999999999987,-0.4,0.7482949549720435,0.7676162430747762,0.8425501172876917,0.07493387421291553,0.31000000000000016,positive
0.9000000000000001,0.55,-0.09999999999999987,-0.35,0.7482949549720435,0.7676162430747762,0.8294898099587851,0.06187356688400891,0.2600000000000001,positive
0.9000000000000001,0.6000000000000001,-0.09999999999999987,-0.29999999999999993,0.7482949549720435,0.7676162430747762,0.8168282159288707,0.04921197285409451,0.21000000000000008,positive
0.9000000000000001,0.6500000000000001,-0.09999999999999987,-0.2499999999999999,0.7482949549720435,0.7676162430747762,0.8045473514509562,0.03693110837618008,0.16000000000000003,positive
0.9000000000000001,0.7000000000000001,-0.09999999999999987,-0.19999999999999996,0.7482949549720435,0.7676162430747762,0.792630298287835,0.025014055213058883,0.1100000000000001,positive
0.9000000000000001,0.7500000000000001,-0.09999999999999987,-0.1499999999999999,0.7482949549720435,0.7676162430747762,0.7810611259515816,0.013444882876805453,0.06000000000000005,positive
0.9000000000000001,0.8,-0.09999999999999987,-0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7698248206549996,0.002208577580223414,0.01000000000000012,positive
0.9000000000000001,0.8500000000000001,-0.09999999999999987,-0.04999999999999993,0.7482949549720435,0.7676162430747762,0.7589072203087014,-0.00870902276607477,-0.039999999999999925,negative
0.9000000000000001,0.9000000000000001,-0.09999999999999987,1.1102230246251565e-16,0.7482949549720435,0.7676162430747762,0.7482949549720433,-0.019321288102732814,-0.08999999999999997,negative
0.9000000000000001,0.9500000000000001,-0.09999999999999987,0.050000000000000044,0.7482949549720435,0.7676162430747762,0.7379753922314248,-0.02964085084335133,-0.1399999999999999,negative
0.9000000000000001,1.0,-0.09999999999999987,0.09999999999999998,0.7482949549720435,0.7676162430747762,0.7279365870367563,-0.03967965603801982,-0.18999999999999984,negative
0.9500000000000001,0.05,-0.04999999999999993,-0.85,0.7482949549720435,0.7676162430747762,0.9826042113184872,0.21498796824371103,0.805,positive
0.9500000000000001,0.1,-0.04999999999999993,-0.8,0.7482949549720435,0.7676162430747762,0.9658033011831969,0.19818705810842074,0.7550000000000001,positive
0.9500000000000001,0.15000000000000002,-0.04999999999999993,-0.75,0.7482949549720435,0.7676162430747762,0.94956726824398,0.1819510251692038,0.7050000000000001,positive
0.9500000000000001,0.2,-0.04999999999999993,-0.7,0.7482949549720435,0.7676162430747762,0.9338680951971194,0.16625185212234328,0.655,positive
0.9500000000000001,0.25,-0.04999999999999993,-0.65,0.7482949549720435,0.7676162430747762,0.918679587441856,0.1510633443670798,0.6050000000000001,positive
